# 152.91595065077175
-23,-10,6,18,13,-21,-6,19,15,-23,12,-2,-10,-1,10,26,20,-34,0,-19,22,23,10,-17,-11,-20,-24,-4,14,-24,13,-26,3,24,12,-18,5,-22,-16,-11,-22,-28,19,-33,12,12,-1,1,-19,-4,-9,4,6,14,-10,4,-11,17,0,1,22,4,11,-16,-13,-10,-18,17,-16,-1,-8,12,1,-9,7,19,-11,-10,22,-12,-22,-16,-9,-18,-24,-9,-12,-5,-29,-10,23,-8,7,10,13,4,-25,16,4,0,9,15,0,-14,23,-7,-26,8,2,-12,-39,16,-19,12,12,-16,10,0,-12,-13,13,14,0,-9,-1,17,5,-28
-17,-9,7,6,11,-13,8,29,13,-6,0,5,-26,5,2,23,6,-37,-8,8,-12,6,22,0,-8,-5,-19,-8,-2,-26,-14,-2,11,19,-5,-26,-11,-33,0,-22,-34,-20,17,-32,4,-4,1,-3,-19,-2,9,-3,2,30,-3,16,4,6,-4,-11,8,-4,20,-36,-7,17,-10,4,-34,15,-20,-4,10,-19,0,24,-24,-36,-15,-10,-26,-16,6,-25,-18,-26,-19,-13,-15,3,23,-14,21,21,28,16,-11,10,0,28,19,8,15,-6,17,1,-22,32,-9,-21,-49,1,-18,2,3,-6,12,0,-22,-8,17,2,0,-15,-5,3,14,-19
-2,-27,22,29,-1,-32,-5,11,-1,-11,21,-1,-24,0,18,3,9,-37,-1,-5,8,5,17,-19,2,-21,-7,-19,2,-10,8,0,17,25,20,-10,-12,-17,7,-20,-35,-10,5,-11,-3,9,0,2,-11,14,-5,8,2,28,-6,17,1,14,5,-8,20,37,15,-29,-17,1,-24,19,-30,20,-14,1,5,-34,-4,20,-19,-19,24,-28,-13,-19,-3,-19,-24,-37,-17,-12,-25,-2,5,0,12,28,24,-4,-32,17,13,15,-3,10,4,-1,27,1,-5,26,-16,-28,-43,22,-11,5,17,-3,8,1,-19,-19,15,9,2,-22,17,-5,17,-22
2,6,10,3,48,-4,16,9,20,-15,-21,3,2,8,-41,21,17,0,-7,-22,-29,14,-1,1,3,10,-4,23,3,34,1,12,-1,15,6,12,16,25,-6,6,35,10,5,-12,5,17,15,26,32,0,-2,9,7,-9,-27,53,-12,19,21,-8,6,-39,-5,19,27,-29,23,1,19,7,29,1,-5,8,18,10,17,22,25,9,31,4,16,4,8,18,17,18,13,6,2,17,8,0,15,5,16,-1,-3,21,-13,0,15,4,2,8,4,-5,-1,0,3,-1,-20,-22,5,22,14,40,0,13,12,25,-5,6,4,37,-8,20
-17,10,13,-1,50,4,-15,13,1,-6,-17,-11,29,-16,-23,14,1,25,0,-10,-8,2,1,-19,-12,-20,-10,-2,16,22,-9,1,0,-17,0,8,-20,7,12,7,26,-13,-10,2,-11,-8,0,1,20,2,-11,-4,-1,0,-9,53,-28,0,14,1,4,-38,-7,10,-4,-31,20,10,19,-11,27,-7,8,16,19,-3,7,36,28,-1,31,23,0,-5,12,22,5,25,-12,2,10,-14,-17,-5,6,11,20,-4,17,4,-6,12,-7,-3,14,18,-9,7,8,14,11,18,-10,-37,6,15,-15,47,27,15,-9,35,-10,9,0,50,-14,14
0,-4,-8,-10,-20,-25,-23,0,-10,-2,-40,-4,-12,-3,-11,-12,-6,-14,-11,6,-29,1,12,-25,0,-3,-30,-29,4,-13,16,-7,2,10,-7,-35,-21,-27,-5,-19,-21,-8,4,-14,-33,6,-8,1,-32,-22,-19,-6,0,-5,-12,-31,-4,11,5,-4,-5,-9,0,-25,-31,24,-20,7,-31,0,-23,-10,7,-2,-2,-4,-12,-25,-17,-39,-17,-16,-14,-38,-19,-28,-14,-30,-30,-25,-7,-10,-13,6,24,7,-32,2,-14,-10,-12,-13,-2,-5,2,1,6,0,-12,-10,-31,9,-23,15,0,-33,-2,-48,-11,-17,2,-30,-18,-19,-2,-50,-18,-29
-13,-20,6,4,-3,-25,-2,-9,1,-3,-29,-3,-5,7,32,-30,-30,-18,3,-4,15,-30,-3,14,12,5,1,-3,14,-18,14,2,-2,5,13,-1,4,-24,4,0,-18,-12,-8,-6,-23,9,-2,3,3,-2,-21,-7,10,10,-3,-13,-3,12,38,-3,6,-4,-8,-5,-4,33,1,16,-21,6,-27,1,-25,0,-14,-12,-12,-25,8,-4,-9,-11,-10,-13,-12,-11,-13,-15,-1,-6,-3,-22,-5,4,-13,6,-11,9,7,0,-24,6,-17,5,2,-1,-8,12,-13,-28,-46,-4,2,8,-4,-9,12,-28,-27,16,0,-1,8,-21,-1,-36,-8,-9
-3,-18,7,-4,-8,-28,11,-6,8,4,2,-5,-12,-13,-18,25,27,2,-40,-21,-10,35,-16,7,-12,0,19,2,-6,-3,18,-9,-15,-14,-15,10,10,2,5,-4,2,-5,-21,2,3,-18,-30,0,16,18,-9,-16,20,5,-15,-21,14,-17,2,-26,-1,-11,-3,10,2,-43,4,-13,2,-14,-6,-9,2,-4,7,-3,9,-8,8,10,0,-7,26,12,-5,-15,-25,18,20,21,0,-8,16,-14,5,-8,-13,-10,-12,29,-5,-12,2,-25,20,-17,-22,-15,-13,-19,3,29,-21,3,-7,12,-17,-34,-19,0,4,-1,-21,-2,-11,-22,-2,20
-19,2,27,4,-1,-1,4,-14,5,-6,5,-5,3,-4,-17,40,7,-6,-32,-32,-9,44,6,10,-7,6,19,9,-13,19,-3,9,-18,6,5,-4,17,-3,15,2,11,-17,-15,-15,8,-8,-9,5,2,12,-15,-9,19,11,-16,1,0,-9,28,-30,-2,-10,-2,10,-5,-23,14,-9,8,-10,8,0,18,3,14,18,5,8,6,0,-9,-6,5,29,6,7,-8,1,17,15,9,3,12,4,18,-8,-12,-18,-4,11,4,-13,8,-19,11,-6,-5,9,-3,-20,-4,20,-5,10,-12,8,-4,-26,-2,-5,3,-13,-6,1,26,-17,15,4
-13,2,30,2,-23,-7,-22,-3,22,-27,19,-35,-19,-15,-6,31,32,-10,-9,-18,12,-12,-36,-17,-20,-12,11,-6,-18,-8,21,-16,-19,-13,-34,-23,0,-4,-10,-5,1,-7,-29,0,-2,-24,-22,-20,-14,-7,-14,-33,-21,-9,-3,-37,-21,-18,-15,-12,8,3,-11,8,-23,4,-8,-13,7,-29,-13,-18,-9,-9,0,-23,-10,-19,-17,-20,-24,7,-1,-8,-4,0,-27,-20,-2,-5,-6,-8,19,-36,12,-6,-5,-9,-14,0,-16,-16,13,-27,-8,-23,-23,0,-10,-5,-17,15,-16,10,-5,-19,-14,-65,-17,3,-23,-28,-17,8,-9,-41,15,-5
-16,-2,17,-10,-33,-20,-7,-4,18,-15,2,-24,-11,-12,0,19,26,-7,0,-7,14,-2,-14,-10,-22,-15,12,-12,-22,-20,15,-9,1,-22,-16,-22,0,0,6,-5,-9,-26,-17,-15,26,-8,-24,-17,-15,-16,-20,-17,12,5,0,-46,-21,-6,4,-19,1,20,-1,0,-19,13,-12,0,-6,-15,0,-26,7,-8,-9,4,-4,-19,8,-17,-16,-2,10,14,-18,-5,-30,-3,1,1,-5,-16,17,-4,19,-22,1,-16,-20,8,-21,-16,6,-28,-4,-1,0,-10,-25,3,-24,5,-17,17,1,2,-23,-62,-14,-1,-8,-42,-24,-4,9,-47,4,3
26,2,-37,-4,-17,1,4,5,-5,-4,-2,-6,-4,7,20,-22,-12,-3,35,33,-1,-21,-10,37,25,22,25,16,5,13,-5,0,-10,0,7,17,12,-1,14,-23,4,35,12,20,-10,-4,12,-6,18,18,19,3,-9,-19,42,-13,15,-1,13,29,-6,17,0,6,9,38,22,-11,12,-5,-5,0,-32,-5,-19,-2,7,-2,-7,19,22,11,-31,13,4,-5,16,10,2,9,-26,20,-25,-20,-24,11,-1,-17,13,-9,6,-4,-31,12,-9,-8,5,-12,5,12,-6,-17,12,-6,-7,3,-10,11,14,3,-14,-16,26,5,0,-2,-23,6
29,22,-13,5,-27,8,-14,0,-12,13,-21,-13,15,-20,19,-34,-5,14,39,19,-2,-21,-14,31,1,4,11,17,1,-12,-13,13,-13,-19,-10,8,0,3,-1,-9,16,32,-9,15,-23,-1,13,-5,9,-4,17,-7,-24,-20,23,-11,3,-24,-17,41,-12,9,-14,-5,0,23,-2,-2,-6,-27,-22,-12,-25,-11,-28,-35,19,0,-12,16,2,1,-12,-2,-4,5,16,1,12,-11,-22,-4,-15,-27,-26,4,17,-5,0,-26,5,-7,-18,11,-30,9,29,-2,17,10,1,-24,20,1,12,-3,-20,0,19,-14,-7,-24,19,22,-27,10,-22,15
26,11,-20,6,-31,28,7,-15,-6,4,0,-7,-8,-14,24,-10,-28,-6,23,14,21,-18,-17,44,23,28,12,19,9,-11,-1,7,-8,-17,-7,-1,8,-14,6,-17,-4,11,-1,14,1,0,2,12,4,0,-15,-6,-26,-36,38,-32,9,-5,2,26,-15,10,-5,-15,3,-10,6,-6,11,-10,-25,-15,-18,-17,-4,-14,17,-6,-9,3,16,0,-15,-9,11,8,5,6,-7,-28,-14,14,-21,-20,-21,-7,5,3,-12,-28,-3,-1,-19,14,0,-3,7,-3,13,28,-2,-25,27,-1,0,0,-11,-8,0,9,-10,-31,28,21,-1,7,-15,17
10,8,-16,-3,-23,5,18,4,-11,11,-21,11,-3,-5,11,-24,-7,-6,20,16,-5,0,1,44,29,33,14,31,1,-6,4,18,6,-7,6,2,24,0,-2,-14,-7,11,-5,-1,-18,14,21,8,6,4,28,6,3,-1,28,-27,24,1,-23,31,-10,1,-16,-8,10,0,25,-12,-5,5,-5,7,-14,-24,-31,-18,14,7,3,22,11,7,-30,12,-9,-5,21,-1,16,-9,-16,29,-19,-3,-11,-2,-7,-7,-5,3,2,4,-6,15,-5,0,16,-13,5,17,11,-6,9,-23,3,14,1,-13,2,14,9,-23,10,-10,1,-13,-23,19
9,0,-14,19,-18,-7,-12,31,4,-8,-15,4,-30,18,-30,-10,-11,-21,-5,16,10,-6,20,-3,-13,-4,-13,-29,4,-32,-20,19,29,8,-1,-16,-8,-6,-6,-24,-23,14,17,-1,9,-1,5,3,-25,14,-5,-3,-7,15,4,-2,-14,2,-30,16,13,-1,26,-27,-30,0,-23,37,-22,8,-22,-2,2,-12,-6,-5,-5,-29,-17,-25,-31,-16,-21,-14,-31,-10,-10,-29,-1,-33,-8,-24,-19,0,2,36,-2,23,-1,-10,2,15,-6,33,10,10,7,15,6,-4,-27,11,13,-13,36,-21,7,-15,-10,-14,-5,-22,7,-23,-14,-13,-12,-20
24,-22,-17,15,-9,-21,-1,23,-21,-27,-24,11,-12,24,0,-4,2,-27,8,-4,20,2,22,13,-9,12,-6,-11,22,-9,5,3,11,18,11,-5,-8,-27,0,-7,-11,0,13,-16,3,3,6,14,-17,21,24,5,-4,27,-14,-13,17,25,-17,-8,16,7,23,-16,-4,-11,-21,25,-27,20,-30,18,1,-21,-2,2,-8,-21,-18,-14,-19,-11,-13,-8,-18,-22,-5,-19,4,-13,-6,-5,-5,23,-2,15,-19,14,8,11,11,2,10,30,13,4,11,26,19,-6,-40,4,-15,0,30,-8,28,15,-16,-16,22,-15,2,-13,4,-3,-15,7
16,3,-15,34,13,-13,0,25,-21,15,-21,4,-18,20,0,-11,-16,-9,-5,-6,-27,13,4,-4,-6,-2,-8,-7,29,-4,-2,11,36,13,13,5,-10,-21,13,-17,-19,8,21,-24,4,23,15,0,-9,9,14,10,-8,18,12,7,12,19,-13,11,19,-13,34,-20,-4,33,1,32,-16,8,-5,3,9,-8,-2,10,7,-26,-13,-6,-18,-25,-5,-4,-6,-25,0,7,18,-11,2,-9,0,16,18,30,-13,42,5,17,16,2,5,19,24,17,17,28,28,-2,-21,0,-3,1,29,1,18,21,-22,-17,7,16,-9,-13,9,15,-14,10
33,-10,-6,35,9,-12,6,36,0,9,-10,25,-17,0,30,2,-2,-3,16,16,-17,-13,0,2,-8,-3,-7,-6,36,-1,-7,5,33,13,0,1,0,-24,18,-27,-12,-2,8,-24,-18,4,-3,5,-5,28,-1,6,-3,8,11,-2,2,20,0,7,34,13,38,-8,-13,4,-9,28,-19,2,-21,10,0,-30,-7,7,-18,-7,6,3,-3,-19,-11,8,-25,-7,0,-13,8,-8,-4,-6,4,26,13,46,-15,18,16,2,16,23,-3,26,27,13,3,21,28,-16,-24,-9,6,10,44,-3,20,0,-3,-20,17,10,0,-7,2,4,-15,15
